Timestamp,Age group , Which fast food chains do you visit most often?, Favorite cafe chain for coffee/tea?,How often do you eat at fast food chains/cafes?,Do you prefer online delivery or offline dining?,Preferred fast food delivery app?,Average order value range (Fast food chains / Cafes),Typical Time of ordering,"Thank you for participating in this survey!
Your valuable responses will help us understand food consumption behavior and emerging delivery trends as part of our academic research project.

We truly appreciate your time and support. 😊",Email Address
4/8/2026 14:43:24,21-25,Wendy's,Chaayos,3-5 times a week,50-50 both,Zomato,"₹500-1,000",Breakfast,Absolutely fantastic experience. The stellar customer support. Best I've used so far.,
4/8/2026 14:43:32,Under 18,Dominos,Chaayos,Rarely,Mostly online delivery,Zepto Cafe,1000+,Lunch,,
4/8/2026 14:43:33,18-21,KFC,Starbucks,3-5 times a week,Mostly online delivery,Zomato,₹200-500,Lunch,So far so good! The outstanding overall delivery experience. Best I've used so far.,
4/8/2026 14:43:39,Above 30,Wendy's,Starbucks,Weekly,Mostly online delivery,Magicpin,1000+,Breakfast,nice,
4/8/2026 14:43:45,21-25,Pizza Hut,Local cafes,3-5 times a week,50-50 both,Zomato,"₹500-1,000",Breakfast,good,
4/8/2026 14:43:52,18-21,Taco Bell,Local cafes,3-5 times a week,Mostly online delivery,Zepto Cafe,₹200-500,Breakfast,,
4/8/2026 14:43:59,26-30,Wendy's,Tim Hortons,3-5 times a week,Mostly offline,Swiggy,1000+,Lunch,,
4/8/2026 14:44:12,26-30,Burger King,Chaayos,Rarely,50-50 both,Swiggy,"₹500-1,000",Evening snacks,So far so good! The outstanding restaurant selection,
4/8/2026 14:44:15,18-21,McDonalds,Barista,Daily,Mostly offline,Swiggy,₹200-500,Breakfast,,
4/8/2026 14:44:20,Under 18,Dominos,Starbucks,2-3 times a month,50-50 both,Swiggy,₹200-500,Breakfast,looks good,
4/8/2026 14:44:30,26-30,Taco Bell,Local cafes,Daily,Mostly offline,Zepto Cafe,"₹500-1,000",Evening snacks,,
4/8/2026 14:44:35,21-25,McDonalds,Local cafes,3-5 times a week,Mostly online delivery,Swiggy,₹200-500,Night,I'm very impressed. The fantastic service reliability! Keep it up!,
4/8/2026 14:44:41,Under 18,McDonalds,Barista,Daily,50-50 both,Magicpin,"₹500-1,000",Breakfast,,
4/8/2026 14:44:51,21-25,KFC,Starbucks,Weekly,Mostly offline,Direct from restaurant app,₹200-500,Breakfast,,
4/8/2026 14:44:55,21-25,KFC,Starbucks,2-3 times a month,Mostly online delivery,Zepto Cafe,1000+,Night,awesome,
4/8/2026 14:44:56,18-21,McDonalds,Costa Coffee,Weekly,Mostly online delivery,Swiggy,"₹500-1,000",Lunch,awesome,
4/8/2026 14:45:00,Above 30,Subway,Cafe Coffee Day (CCD),3-5 times a week,50-50 both,Magicpin,1000+,Lunch,,
4/8/2026 14:45:12,18-21,KFC,Tim Hortons,Rarely,Mostly offline,Zomato,₹200-500,Breakfast,I really love this service! The superb customer support. Thank you!,
4/8/2026 14:45:15,Under 18,Local fast food joints,Chaayos,Rarely,50-50 both,Swiggy,1000+,Breakfast,I really love this service! The really good overall delivery experience,
4/8/2026 14:45:16,Above 30,Pizza Hut,Tim Hortons,Daily,Mostly offline,Zomato,1000+,Night,looks good,
4/8/2026 14:45:21,18-21,Local fast food joints,Barista,Rarely,Mostly online delivery,Zomato,1000+,Evening snacks,not bad,
4/8/2026 14:45:35,21-25,Wendy's,Costa Coffee,2-3 times a month,Mostly offline,Zomato,1000+,Breakfast,,
4/8/2026 14:45:36,Above 30,Dominos,Chaayos,3-5 times a week,Mostly online delivery,Direct from restaurant app,1000+,Lunch,,
4/8/2026 14:45:43,Under 18,Taco Bell,Tim Hortons,Daily,Mostly offline,Magicpin,1000+,Night,Great job guys! The top-notch service reliability. Will definitely order again.,
4/8/2026 14:45:55,Under 18,Pizza Hut,Chaayos,Rarely,Mostly offline,Zepto Cafe,₹200-500,Night,not bad,
4/8/2026 14:45:56,Above 30,Pizza Hut,Tim Hortons,3-5 times a week,Mostly offline,Swiggy,₹200-500,Lunch,"Just wanted to say, The outstanding service reliability. Will definitely order again.",
4/8/2026 14:45:57,18-21,Pizza Hut,Tim Hortons,Rarely,Mostly online delivery,Direct from restaurant app,₹200-500,Evening snacks,awesome,
4/8/2026 14:46:02,21-25,Dominos,Local cafes,2-3 times a month,50-50 both,Zepto Cafe,1000+,Breakfast,"Wow, this is great. The amazing restaurant selection. Thank you!",
4/8/2026 14:46:16,21-25,Burger King,Tim Hortons,2-3 times a month,Mostly offline,Swiggy,1000+,Lunch,Absolutely fantastic experience. The great real-time order tracking. Very satisfied.,
4/8/2026 14:46:18,21-25,Dominos,Barista,Daily,Mostly online delivery,Magicpin,1000+,Night,"I usually don't leave feedback, but The great service reliability. 5/5 stars from me.",
4/8/2026 14:46:18,18-21,Taco Bell,Cafe Coffee Day (CCD),Rarely,Mostly offline,Direct from restaurant app,1000+,Lunch,good,
4/8/2026 14:46:23,Above 30,Pizza Hut,Local cafes,2-3 times a month,50-50 both,Zomato,1000+,Evening snacks,fine,
4/8/2026 14:46:37,Above 30,McDonalds,Starbucks,2-3 times a month,Mostly online delivery,Direct from restaurant app,"₹500-1,000",Lunch,looks good,
4/8/2026 14:46:39,26-30,Subway,Tim Hortons,2-3 times a month,Mostly online delivery,Zepto Cafe,"₹500-1,000",Breakfast,Absolutely fantastic experience. The awesome user interface! Keep it up!,
4/8/2026 14:46:40,21-25,Wendy's,Costa Coffee,2-3 times a month,Mostly online delivery,Direct from restaurant app,"₹500-1,000",Evening snacks,"I usually don't leave feedback, but The brilliant customer support. Best I've used so far.",
4/8/2026 14:46:42,Under 18,Pizza Hut,Chaayos,Daily,50-50 both,Magicpin,₹200-500,Lunch,cool,
4/8/2026 14:47:00,Above 30,Subway,Barista,Daily,Mostly offline,Swiggy,"₹500-1,000",Night,"Wow, this is great. The flawless app design. Very satisfied.",
4/8/2026 14:47:00,Under 18,Local fast food joints,Costa Coffee,3-5 times a week,Mostly offline,Zepto Cafe,1000+,Breakfast,"I usually don't leave feedback, but The amazing user interface! Keep it up!",
4/8/2026 14:47:01,Under 18,KFC,Barista,Daily,Mostly offline,Magicpin,"₹500-1,000",Breakfast,not bad,
4/8/2026 14:47:03,21-25,KFC,Barista,Weekly,Mostly offline,Direct from restaurant app,₹200-500,Evening snacks,Great job guys! The brilliant real-time order tracking,
4/8/2026 14:47:20,Above 30,Local fast food joints,Costa Coffee,Weekly,Mostly online delivery,Magicpin,"₹500-1,000",Lunch,great,
4/8/2026 14:47:20,21-25,Burger King,Barista,Daily,50-50 both,Swiggy,"₹500-1,000",Lunch,Great job guys! The top-notch delivery speed! Keep it up!,
4/8/2026 14:47:22,18-21,KFC,Cafe Coffee Day (CCD),Rarely,Mostly online delivery,Zomato,₹200-500,Night,all good,
4/8/2026 14:47:24,Above 30,Wendy's,Local cafes,Rarely,Mostly online delivery,Zepto Cafe,₹200-500,Breakfast,perfect,
4/8/2026 14:47:39,26-30,Taco Bell,Barista,3-5 times a week,Mostly offline,Zomato,₹200-500,Lunch,"Wow, this is great. The wonderful user interface",
4/8/2026 14:47:39,21-25,Subway,Costa Coffee,2-3 times a month,50-50 both,Zepto Cafe,1000+,Evening snacks,,
4/8/2026 14:47:42,Above 30,McDonalds,Costa Coffee,Daily,Mostly online delivery,Zomato,"₹500-1,000",Breakfast,"Wow, this is great. The great customer support. 5/5 stars from me.",
4/8/2026 14:47:44,21-25,Taco Bell,Local cafes,3-5 times a week,Mostly online delivery,Zepto Cafe,1000+,Breakfast,,
4/8/2026 14:48:00,Under 18,KFC,Local cafes,2-3 times a month,Mostly offline,Zomato,₹200-500,Lunch,"Just wanted to say, The really good overall delivery experience. Highly recommended.",
4/8/2026 14:48:00,21-25,Burger King,Local cafes,Rarely,Mostly online delivery,Swiggy,1000+,Breakfast,Really brilliant service reliability. Looking forward to more.,
4/8/2026 14:48:02,Above 30,Subway,Costa Coffee,Weekly,Mostly offline,Zepto Cafe,1000+,Lunch,This has been an amazing journey! The really good delivery speed,
4/8/2026 14:48:20,26-30,Wendy's,Cafe Coffee Day (CCD),Daily,Mostly offline,Zepto Cafe,"₹500-1,000",Breakfast,all good,
4/8/2026 14:48:20,Above 30,Taco Bell,Barista,2-3 times a month,Mostly offline,Zomato,"₹500-1,000",Evening snacks,,
4/8/2026 14:48:24,18-21,McDonalds,Tim Hortons,Weekly,50-50 both,Direct from restaurant app,1000+,Evening snacks,,
4/8/2026 14:48:26,18-21,Pizza Hut,Costa Coffee,Rarely,50-50 both,Swiggy,1000+,Lunch,fast,
4/8/2026 14:48:40,Above 30,Local fast food joints,Costa Coffee,2-3 times a month,50-50 both,Zomato,₹200-500,Lunch,good,
4/8/2026 14:48:41,26-30,Wendy's,Costa Coffee,Weekly,50-50 both,Zomato,₹200-500,Night,"I usually don't leave feedback, but The outstanding restaurant selection. 5/5 stars from me.",
4/8/2026 14:48:47,21-25,Wendy's,Tim Hortons,Rarely,Mostly offline,Swiggy,₹200-500,Night,not bad,
4/8/2026 14:48:58,Above 30,McDonalds,Starbucks,Daily,50-50 both,Swiggy,₹200-500,Lunch,,
4/8/2026 14:49:01,Under 18,McDonalds,Chaayos,3-5 times a week,Mostly offline,Zepto Cafe,1000+,Breakfast,Great job guys! The wonderful service reliability. 5/5 stars from me.,
4/8/2026 14:49:07,26-30,Local fast food joints,Local cafes,2-3 times a month,Mostly online delivery,Direct from restaurant app,"₹500-1,000",Breakfast,,
4/8/2026 14:49:10,26-30,KFC,Chaayos,Weekly,50-50 both,Swiggy,1000+,Evening snacks,This has been an amazing journey! The brilliant overall delivery experience. Very satisfied.,
4/8/2026 14:49:17,Above 30,McDonalds,Costa Coffee,3-5 times a week,Mostly offline,Magicpin,₹200-500,Evening snacks,This has been an amazing journey! The amazing customer support. Looking forward to more.,
4/8/2026 14:49:21,Above 30,Subway,Starbucks,Weekly,Mostly offline,Zepto Cafe,₹200-500,Evening snacks,"Just wanted to say, The brilliant ease of ordering",
4/8/2026 14:49:27,21-25,McDonalds,Tim Hortons,Rarely,50-50 both,Swiggy,"₹500-1,000",Breakfast,okay,
4/8/2026 14:49:32,18-21,Wendy's,Costa Coffee,Rarely,50-50 both,Zomato,1000+,Lunch,I really love this service! The really good customer support! Keep it up!,
4/8/2026 14:49:37,18-21,KFC,Starbucks,Weekly,Mostly online delivery,Swiggy,"₹500-1,000",Breakfast,,
4/8/2026 14:49:42,26-30,Dominos,Cafe Coffee Day (CCD),Rarely,Mostly online delivery,Zepto Cafe,"₹500-1,000",Evening snacks,This has been an amazing journey! The great overall delivery experience. Looking forward to more.,
4/8/2026 14:49:48,26-30,McDonalds,Barista,2-3 times a month,Mostly offline,Direct from restaurant app,₹200-500,Night,"Wow, this is great. The perfect delivery speed. Thank you!",
4/8/2026 14:49:54,Above 30,Pizza Hut,Local cafes,Rarely,50-50 both,Zomato,1000+,Evening snacks,I'm very impressed. The awesome service reliability,
4/8/2026 14:49:58,26-30,Taco Bell,Barista,2-3 times a month,Mostly online delivery,Direct from restaurant app,"₹500-1,000",Lunch,all good,
4/8/2026 14:50:03,Under 18,Local fast food joints,Cafe Coffee Day (CCD),Daily,Mostly online delivery,Direct from restaurant app,₹200-500,Lunch,fast,
4/8/2026 14:50:16,Under 18,McDonalds,Costa Coffee,Daily,Mostly online delivery,Zomato,1000+,Breakfast,Absolutely fantastic experience. The perfect overall delivery experience. Very satisfied.,
4/8/2026 14:50:17,Under 18,Dominos,Chaayos,Rarely,Mostly offline,Swiggy,1000+,Breakfast,I'm very impressed. The superb app design. Looking forward to more.,
4/8/2026 14:50:23,26-30,Pizza Hut,Chaayos,3-5 times a week,Mostly online delivery,Swiggy,1000+,Night,fine,
4/8/2026 14:50:31,Above 30,KFC,Cafe Coffee Day (CCD),Weekly,50-50 both,Swiggy,₹200-500,Lunch,"Wow, this is great. The wonderful overall delivery experience. Very satisfied.",
4/8/2026 14:50:37,21-25,Taco Bell,Chaayos,Daily,Mostly online delivery,Swiggy,₹200-500,Night,I really love this service! The brilliant user interface. Best I've used so far.,
4/8/2026 14:50:39,21-25,Taco Bell,Cafe Coffee Day (CCD),Weekly,Mostly online delivery,Magicpin,₹200-500,Breakfast,Absolutely fantastic experience. The excellent customer support. Very satisfied.,
4/8/2026 14:50:44,18-21,Pizza Hut,Tim Hortons,2-3 times a month,Mostly online delivery,Direct from restaurant app,"₹500-1,000",Night,So far so good! The stellar app design. 5/5 stars from me.,
4/8/2026 14:50:51,26-30,Local fast food joints,Chaayos,3-5 times a week,50-50 both,Magicpin,"₹500-1,000",Evening snacks,great,
4/8/2026 14:50:56,Above 30,KFC,Barista,Daily,50-50 both,Zomato,"₹500-1,000",Breakfast,Great job guys! The stellar delivery speed. Looking forward to more.,
4/8/2026 14:50:59,21-25,Burger King,Barista,2-3 times a month,Mostly offline,Swiggy,"₹500-1,000",Evening snacks,I really love this service! The brilliant real-time order tracking. Highly recommended.,
